Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
 1867968 |  7.31e-04 |     -- |  2.93e-01 |  3.96e-01 |     -- |  1.70e+01 |  2.40e+01
 1876992 |  5.17e-02 |     -- |  2.36e+00 |  5.76e+00 |     -- |  6.45e+01 |  1.36e+02
 1886016 |  6.97e-03 |     -- |  6.14e-01 |  8.69e-01 |     -- |  5.04e+01 |  7.88e+01
 1895040 |  2.91e-03 |     -- |  3.99e-01 |  5.53e-01 |     -- |  3.72e+01 |  5.10e+01
 1904064 |  2.00e-03 |     -- |  2.28e-01 |  2.98e-01 |     -- |  3.25e+01 |  4.37e+01
 1913088 |  1.97e-03 |     -- |  4.26e-01 |  6.12e-01 |     -- |  2.97e+01 |  4.00e+01
 1922112 |  1.58e-03 |     -- |  3.30e-01 |  4.44e-01 |     -- |  2.77e+01 |  3.72e+01
 1931136 |  1.60e-03 |     -- |  4.34e-01 |  6.01e-01 |     -- |  2.61e+01 |  3.52e+01
 1940160 |  1.46e-03 |     -- |  4.14e-01 |  5.80e-01 |     -- |  2.49e+01 |  3.36e+01
 1949184 |  1.23e-03 |     -- |  3.52e-01 |  4.35e-01 |     -- |  2.39e+01 |  3.22e+01
 1958208 |  1.52e-03 |     -- |  4.98e-01 |  7.22e-01 |     -- |  2.33e+01 |  3.16e+01
 1967232 |  1.18e-03 |     -- |  3.85e-01 |  4.99e-01 |     -- |  2.25e+01 |  3.05e+01
 1976256 |  1.95e-03 |     -- |  6.55e-01 |  9.88e-01 |     -- |  2.28e+01 |  3.12e+01
 1985280 |  1.06e-03 |     -- |  2.80e-01 |  3.58e-01 |     -- |  2.19e+01 |  3.06e+01
 1994304 |  1.08e-03 |     -- |  3.35e-01 |  4.66e-01 |     -- |  2.11e+01 |  2.93e+01
 2003328 |  1.31e-03 |     -- |  4.99e-01 |  6.98e-01 |     -- |  2.10e+01 |  2.87e+01
 2012352 |  9.88e-04 |     -- |  3.30e-01 |  4.37e-01 |     -- |  2.02e+01 |  2.82e+01
 2021376 |  1.35e-03 |     -- |  5.07e-01 |  6.88e-01 |     -- |  2.05e+01 |  2.97e+01
 2030400 |  1.05e-03 |     -- |  3.94e-01 |  5.13e-01 |     -- |  1.97e+01 |  2.81e+01
 2039424 |  1.44e-03 |     -- |  5.05e-01 |  6.90e-01 |     -- |  2.01e+01 |  3.10e+01
 2048448 |  1.46e-03 |     -- |  4.75e-01 |  6.69e-01 |     -- |  2.01e+01 |  3.18e+01
 2057472 |  1.23e-03 |     -- |  4.30e-01 |  5.94e-01 |     -- |  1.94e+01 |  2.96e+01
 2066496 |  1.22e-03 |     -- |  4.92e-01 |  6.42e-01 |     -- |  1.91e+01 |  2.84e+01
 2075520 |  9.06e-04 |     -- |  3.25e-01 |  4.73e-01 |     -- |  1.83e+01 |  2.61e+01
 2084544 |  9.48e-04 |     -- |  3.88e-01 |  5.11e-01 |     -- |  1.82e+01 |  2.62e+01
 2093568 |  1.21e-03 |     -- |  4.45e-01 |  6.44e-01 |     -- |  1.90e+01 |  2.83e+01
 2102592 |  1.53e-03 |     -- |  5.15e-01 |  8.17e-01 |     -- |  1.91e+01 |  2.94e+01
 2111616 |  7.58e-04 |     -- |  2.87e-01 |  3.97e-01 |     -- |  1.74e+01 |  2.45e+01
 2120640 |  1.22e-03 |     -- |  4.62e-01 |  7.34e-01 |     -- |  1.82e+01 |  2.61e+01
 2129664 |  6.44e-04 |     -- |  2.40e-01 |  3.14e-01 |     -- |  1.67e+01 |  2.33e+01
