Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
  764955 |  1.25e-03 |     -- |  6.88e+00 |  8.93e+00 |     -- |  3.45e+01 |  4.92e+01
  768960 |  1.20e-03 |     -- |  6.83e+00 |  8.84e+00 |     -- |  3.39e+01 |  4.83e+01
  772965 |  1.23e-03 |     -- |  8.26e+00 |  1.03e+01 |     -- |  3.41e+01 |  4.86e+01
  776970 |  1.31e-03 |     -- |  6.74e+00 |  8.80e+00 |     -- |  3.53e+01 |  5.04e+01
  780975 |  1.17e-03 |     -- |  7.30e+00 |  9.36e+00 |     -- |  3.34e+01 |  4.75e+01
  784980 |  1.20e-03 |     -- |  7.04e+00 |  9.20e+00 |     -- |  3.39e+01 |  4.81e+01
  788985 |  1.20e-03 |     -- |  7.73e+00 |  9.98e+00 |     -- |  3.38e+01 |  4.80e+01
  792990 |  1.15e-03 |     -- |  7.72e+00 |  9.98e+00 |     -- |  3.33e+01 |  4.70e+01
  796995 |  1.24e-03 |     -- |  7.42e+00 |  9.43e+00 |     -- |  3.43e+01 |  4.89e+01
  801000 |  1.14e-03 |     -- |  7.12e+00 |  9.00e+00 |     -- |  3.31e+01 |  4.68e+01
  805005 |  1.14e-03 |     -- |  6.79e+00 |  8.77e+00 |     -- |  3.31e+01 |  4.69e+01
  809010 |  1.23e-03 |     -- |  6.85e+00 |  8.82e+00 |     -- |  3.39e+01 |  4.88e+01
  813015 |  1.14e-03 |     -- |  7.21e+00 |  9.26e+00 |     -- |  3.29e+01 |  4.68e+01
  817020 |  1.17e-03 |     -- |  7.64e+00 |  9.87e+00 |     -- |  3.36e+01 |  4.75e+01
  821025 |  1.18e-03 |     -- |  6.89e+00 |  8.89e+00 |     -- |  3.35e+01 |  4.79e+01
  825030 |  1.25e-03 |     -- |  7.37e+00 |  9.45e+00 |     -- |  3.42e+01 |  4.90e+01
  829035 |  1.11e-03 |     -- |  6.90e+00 |  8.78e+00 |     -- |  3.28e+01 |  4.63e+01
  833040 |  1.15e-03 |     -- |  7.65e+00 |  9.59e+00 |     -- |  3.30e+01 |  4.70e+01
  837045 |  1.09e-03 |     -- |  7.45e+00 |  9.90e+00 |     -- |  3.23e+01 |  4.57e+01
  841050 |  1.09e-03 |     -- |  6.66e+00 |  8.61e+00 |     -- |  3.25e+01 |  4.60e+01
  845055 |  1.05e-03 |     -- |  6.92e+00 |  8.95e+00 |     -- |  3.21e+01 |  4.51e+01
  849060 |  1.10e-03 |     -- |  7.28e+00 |  9.19e+00 |     -- |  3.25e+01 |  4.60e+01
  853065 |  1.03e-03 |     -- |  6.55e+00 |  8.48e+00 |     -- |  3.17e+01 |  4.47e+01
  857070 |  1.09e-03 |     -- |  6.64e+00 |  8.69e+00 |     -- |  3.23e+01 |  4.60e+01
  861075 |  1.08e-03 |     -- |  7.25e+00 |  9.44e+00 |     -- |  3.21e+01 |  4.54e+01
  865080 |  1.07e-03 |     -- |  7.66e+00 |  9.72e+00 |     -- |  3.21e+01 |  4.52e+01
  869085 |  1.03e-03 |     -- |  7.84e+00 |  9.69e+00 |     -- |  3.14e+01 |  4.43e+01
  873090 |  1.24e-03 |     -- |  7.11e+00 |  9.18e+00 |     -- |  3.34e+01 |  4.90e+01
  877095 |  1.09e-03 |     -- |  7.32e+00 |  9.15e+00 |     -- |  3.24e+01 |  4.59e+01
  881100 |  1.01e-03 |     -- |  7.33e+00 |  9.39e+00 |     -- |  3.14e+01 |  4.39e+01
  885105 |  1.01e-03 |     -- |  8.02e+00 |  1.03e+01 |     -- |  3.12e+01 |  4.39e+01
  889110 |  9.99e-04 |     -- |  7.02e+00 |  9.09e+00 |     -- |  3.10e+01 |  4.38e+01
  893115 |  9.97e-04 |     -- |  6.88e+00 |  8.88e+00 |     -- |  3.12e+01 |  4.38e+01
  897120 |  1.09e-03 |     -- |  6.50e+00 |  8.42e+00 |     -- |  3.22e+01 |  4.58e+01
  901125 |  1.05e-03 |     -- |  7.25e+00 |  9.28e+00 |     -- |  3.17e+01 |  4.49e+01
  905130 |  1.05e-03 |     -- |  7.90e+00 |  9.94e+00 |     -- |  3.18e+01 |  4.48e+01
  909135 |  1.02e-03 |     -- |  7.82e+00 |  9.87e+00 |     -- |  3.14e+01 |  4.42e+01
  913140 |  9.88e-04 |     -- |  6.81e+00 |  8.93e+00 |     -- |  3.11e+01 |  4.36e+01
  917145 |  9.62e-04 |     -- |  6.98e+00 |  8.98e+00 |     -- |  3.08e+01 |  4.29e+01
  921150 |  1.04e-03 |     -- |  7.47e+00 |  9.51e+00 |     -- |  3.16e+01 |  4.46e+01
  925155 |  1.00e-03 |     -- |  7.91e+00 |  9.84e+00 |     -- |  3.12e+01 |  4.37e+01
  929160 |  9.67e-04 |     -- |  6.49e+00 |  8.44e+00 |     -- |  3.07e+01 |  4.32e+01
  933165 |  9.39e-04 |     -- |  7.16e+00 |  9.05e+00 |     -- |  3.03e+01 |  4.24e+01
  937170 |  9.46e-04 |     -- |  7.13e+00 |  9.18e+00 |     -- |  3.03e+01 |  4.25e+01
