Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
162812944 |  1.80e-05 |     -- |  4.52e-01 |  2.10e+00 |     -- |  2.15e+00 |  5.63e+00
163622956 |  1.79e-05 |     -- |  4.50e-01 |  2.10e+00 |     -- |  2.15e+00 |  5.63e+00
164432962 |  1.75e-05 |     -- |  4.40e-01 |  2.08e+00 |     -- |  2.11e+00 |  5.57e+00
165242990 |  1.78e-05 |     -- |  4.35e-01 |  2.08e+00 |     -- |  2.10e+00 |  5.57e+00
166052993 |  1.79e-05 |     -- |  4.29e-01 |  2.08e+00 |     -- |  2.09e+00 |  5.56e+00
166862997 |  1.73e-05 |     -- |  4.26e-01 |  2.08e+00 |     -- |  2.08e+00 |  5.55e+00
167673012 |  1.74e-05 |     -- |  4.23e-01 |  2.08e+00 |     -- |  2.08e+00 |  5.54e+00
168483041 |  1.72e-05 |     -- |  4.19e-01 |  2.08e+00 |     -- |  2.06e+00 |  5.53e+00
169293044 |  1.73e-05 |     -- |  4.08e-01 |  2.07e+00 |     -- |  2.05e+00 |  5.53e+00
170103056 |  1.73e-05 |     -- |  4.06e-01 |  2.07e+00 |     -- |  2.04e+00 |  5.52e+00
170913060 |  1.73e-05 |     -- |  4.03e-01 |  2.07e+00 |     -- |  2.02e+00 |  5.49e+00
171723070 |  1.80e-05 |     -- |  3.99e-01 |  2.07e+00 |     -- |  2.02e+00 |  5.50e+00
172533084 |  1.70e-05 |     -- |  3.94e-01 |  2.07e+00 |     -- |  2.01e+00 |  5.49e+00
173343088 |  1.71e-05 |     -- |  3.87e-01 |  2.06e+00 |     -- |  2.00e+00 |  5.47e+00
174153115 |  1.74e-05 |     -- |  3.81e-01 |  2.06e+00 |     -- |  1.99e+00 |  5.47e+00
174963120 |  1.66e-05 |     -- |  3.78e-01 |  2.06e+00 |     -- |  1.97e+00 |  5.44e+00
175773142 |  1.73e-05 |     -- |  3.71e-01 |  2.06e+00 |     -- |  1.96e+00 |  5.44e+00
176583158 |  1.69e-05 |     -- |  3.66e-01 |  2.05e+00 |     -- |  1.95e+00 |  5.43e+00
177393170 |  1.68e-05 |     -- |  3.63e-01 |  2.05e+00 |     -- |  1.94e+00 |  5.42e+00
178203191 |  1.68e-05 |     -- |  3.59e-01 |  2.05e+00 |     -- |  1.94e+00 |  5.42e+00
