global_epoch,stage,stage_epoch,lr_weight,std_q,mean_abs_q,std_q_dipole,std_q_quadrupole,f_long_over_f_total,e_long_over_e_total
210,2,10,5.0,0.1104727227083425,0.057629758948953745,0.053691631455824486,0.02229379966073672,0.0001613725161554971,19.014425302313974
211,2,11,5.0,0.11052341717983195,0.05767678653684437,0.053822830619545785,0.022314145995130763,0.00016137417985147208,19.16584278328678
212,2,12,5.0,0.11057707535225877,0.05772139531323033,0.053947743182037204,0.02233508422684922,0.00016181722612818624,19.038233415127397
213,2,13,5.0,0.1106179855877875,0.0577611567179362,0.054060915885163964,0.022355951442559665,0.00016225238894360935,19.168217442939184
214,2,14,5.0,0.11065240203294614,0.057791043664655116,0.05415503288550691,0.022365245226703166,0.00016238661142652143,19.21696411157508
215,2,15,5.0,0.11068339963305242,0.05781820597200312,0.054235001371314005,0.02238022224800653,0.00016269921740389662,19.185969615619083
216,2,16,5.0,0.11071340268509552,0.05784428682897845,0.054321308742861424,0.022389558873111552,0.0001629858154075655,19.21663639059106
217,2,17,5.0,0.1107398540450705,0.057868853446764824,0.054401819578223085,0.022400671330023117,0.00016320662826016836,19.312612800348987
218,2,18,5.0,0.11076946970848627,0.057898260784964274,0.05449733539080648,0.0224189519293226,0.00016351755951194395,19.2805489368233
219,2,19,5.0,0.11079140194757366,0.05791852207672902,0.05456522321861661,0.022430577078387994,0.0001636536592502948,19.302044051940936
220,2,20,5.0,0.11081172032750364,0.05793054189437475,0.05461660246978224,0.022427693851404105,0.0001639437298851361,19.274592636859047
221,2,21,5.0,0.11081638333217238,0.057934507451505746,0.05463419333249234,0.02242776714070568,0.00016399511319070676,19.355946577363323
222,2,22,5.0,0.11082580586877566,0.0579369149493356,0.054652174317108275,0.022422185030194258,0.000164096749222361,19.268477841948116
223,2,23,5.0,0.11083549334746765,0.057944528465597035,0.05468177894039007,0.022425399856970608,0.00016414944321778833,19.22532555804318
224,2,24,5.0,0.11084296322830997,0.05794972261608156,0.05470144478325724,0.022426607649300646,0.00016416004728568408,19.242304829601103
225,2,25,5.0,0.11084993762309533,0.05795560879177517,0.054723049696111484,0.022429273116390102,0.00016413589029893282,19.271413103495398
226,2,26,5.0,0.11085362071192004,0.05795774978246444,0.05473346050462961,0.02242833980095561,0.00016410170223262792,19.32018763202521
227,2,27,5.0,0.11086169529029685,0.05796185667901976,0.05475135719225925,0.022428319347960454,0.00016425950482991172,19.281202831189674
228,2,28,5.0,0.11086926608985884,0.0579669933482113,0.05477804959685603,0.02242649173979635,0.000164345896861027,19.313336716751937
229,2,29,5.0,0.11087446698881144,0.05796799573327741,0.054785755021166276,0.02242477623157493,0.00016437889545458675,19.250705749259716
230,2,30,5.0,0.11087852132417923,0.057969100039229435,0.054796243892769755,0.022421921592220256,0.0001643931560710413,19.289448913465314
231,2,31,5.0,0.11088701595434157,0.05797490802993122,0.05481972886124487,0.02242268150103997,0.00016453349548108627,19.278391437702044
232,2,32,5.0,0.11089088558662172,0.05797644623324402,0.05482922053556711,0.022421502248527944,0.00016443363938360727,19.29598430242478
233,2,33,5.0,0.11090055131657829,0.05798286199977255,0.05486066163595081,0.022419278841365964,0.00016461116129128374,19.31762590632678
234,2,34,5.0,0.11090563501452945,0.05798499959961981,0.05487572221184364,0.02241550853096691,0.00016461388085866667,19.360546844268733
235,2,35,5.0,0.11091104993529345,0.05798669713990301,0.05489018103000065,0.022412923755556903,0.00016465171011901942,19.324483892833367
236,2,36,5.0,0.11091605333289829,0.057988693074283434,0.054899549531542816,0.02241346434110508,0.0001646007030005601,19.2651674589074
237,2,37,5.0,0.11092022579458306,0.057990505903195114,0.05490960573456404,0.022413620545111812,0.00016456698125210634,19.25325536288661
238,2,38,5.0,0.11092307451483696,0.05799110803848658,0.05491674196439909,0.0224102914417145,0.00016463375956653764,19.327326948407773
239,2,39,5.0,0.11092667962913054,0.05799000086336054,0.054920655799927214,0.02240606219177474,0.0001645677048818408,19.25508055217609
240,2,40,5.0,0.1109303791249245,0.05799289739233816,0.05493301678186292,0.022408116622520596,0.0001645384859124159,19.27357200500469
241,2,41,5.0,0.11093238853746491,0.057994053832486146,0.05493864530326121,0.022407439673494327,0.00016458948373398611,19.311795747191045
242,2,42,5.0,0.11093852228843155,0.057998365125085556,0.05495450914261909,0.022410036518280736,0.00016463840624500367,19.23830480114331
243,2,43,5.0,0.1109395492683356,0.05799921378111228,0.05496053392046839,0.022409130636877553,0.0001646175587596582,19.288895350996878
244,2,44,5.0,0.11094324794224895,0.058001419849884814,0.05497172218366314,0.02240882523430707,0.00016465101497217417,19.26480743601411
245,2,45,5.0,0.11094677725402809,0.05800419707991119,0.05498256634350941,0.022409424096867366,0.00016468534206836704,19.283622891703054
246,2,46,5.0,0.11094924622944971,0.058005679203913765,0.05499008150966524,0.022408877531455002,0.00016470428859108194,19.29739532870853
247,2,47,5.0,0.11095231497853668,0.05800614837907318,0.05499506010088189,0.022407549021258053,0.0001647500024964848,19.260544487016357
248,2,48,5.0,0.11095208270868893,0.05800506826547476,0.05499726943371539,0.022403703010935513,0.00016466940074855228,19.32119141270673
249,2,49,5.0,0.11095319311340056,0.05800395743867271,0.054996108546005416,0.022402244528253377,0.00016463018613936887,19.284928936481002
250,2,50,5.0,0.11095666434755137,0.05800479791103265,0.055001475985713776,0.02240112409839802,0.00016470640278008067,19.250748304973897
251,2,51,5.0,0.11095842473458038,0.05800588894705487,0.055006685239691176,0.022401311120320438,0.00016462967346524105,19.25856782169343
252,2,52,5.0,0.11096179448881544,0.05800887846335387,0.055017526605570674,0.022403211604319673,0.00016467969291484807,19.260188705059658
253,2,53,5.0,0.11096372056819759,0.058010363065279444,0.05502366259991207,0.02240336299877758,0.00016469399225560355,19.294502419087777
254,2,54,5.0,0.11096556938799286,0.05801124921619383,0.0550289433523738,0.02240337231060337,0.0001646498699018958,19.281030829895297
255,2,55,5.0,0.11096810683670662,0.0580123655205099,0.0550345390138017,0.022402260246579167,0.00016471703017367962,19.30170115960234
256,2,56,5.0,0.1109712481581599,0.05801333422538562,0.055039231684559174,0.022402266908444386,0.0001647601086159279,19.25277994551848
257,2,57,5.0,0.11097264551406989,0.058013960683447684,0.055043170726552,0.022401627585487898,0.00016473096141254048,19.27576874978836
258,2,58,5.0,0.11097694031533076,0.058017905928130845,0.05505841613091896,0.02240337072452343,0.00016475754535894813,19.278583216620536
259,2,59,5.0,0.11097802349306383,0.058017915448571884,0.05506057920408395,0.022402572993943142,0.00016468349639006948,19.28165901837672
260,2,60,5.0,0.1109790828276609,0.05801950255825988,0.055068851015525215,0.022402737040786914,0.0001646295020217746,19.331689475125035
261,2,61,5.0,0.11098017522716838,0.05801923960498256,0.05506875772383419,0.022402143760833812,0.00016468021150460813,19.315414157095066
262,2,62,5.0,0.11098110173983157,0.0580183597792927,0.05506674954821762,0.022401222097056715,0.0001646979043891754,19.277111742193256
263,2,63,5.0,0.1109828669269904,0.05801984646789029,0.05507354205305108,0.022401127639292695,0.0001647099842788006,19.29468224116096
264,2,64,5.0,0.11098480259074418,0.05802114033495259,0.05507821135263564,0.022401824069178573,0.0001647434388160173,19.281943046325576
265,2,65,5.0,0.11098600284608301,0.0580216552864792,0.05508102298374998,0.022401896163933937,0.0001647505130516688,19.269912056288234
266,2,66,5.0,0.11098778781818446,0.05802310284997663,0.055086918413515595,0.022402442275449692,0.00016477415089471027,19.27055924481254
267,2,67,5.0,0.11098763931405599,0.05802263488117446,0.05508774101307719,0.02240119647171785,0.00016474231913473503,19.288055778674032
268,2,68,5.0,0.11098952025104628,0.05802437767615685,0.05509347299803297,0.022402850781000492,0.00016477245630812737,19.280184553687025
269,2,69,5.0,0.11099090822251668,0.05802454741388305,0.055095035934936636,0.022402302571391176,0.00016479551336303364,19.26487912481395
270,2,70,5.0,0.11099139795120666,0.05802452674278846,0.055098022499108834,0.02240064106804311,0.00016473596744691284,19.283544806346615
271,2,71,5.0,0.11099231460857847,0.05802458415887295,0.05509934236761656,0.022400364031378336,0.00016473447689687427,19.269646671034305
272,2,72,5.0,0.11099277781336236,0.058024200080806373,0.05510078991913941,0.022398851403981037,0.0001647088267937628,19.272022228820838
273,2,73,5.0,0.11099427376367722,0.058024627815963875,0.0551031753504862,0.022398229086431524,0.00016475503132780877,19.263789155320914
274,2,74,5.0,0.11099540547642708,0.05802479716243907,0.05510609277592237,0.02239713673674355,0.0001647277737976081,19.254783742967607
275,2,75,5.0,0.11099639504650356,0.058025081145457735,0.05510768741474408,0.0223969989239,0.00016471662384109047,19.246925688331924
276,2,76,5.0,0.1109962192438669,0.05802463048951239,0.055107165261447176,0.022396484257491633,0.00016468397838483693,19.254268852341706
277,2,77,5.0,0.11099724025864773,0.05802501385028545,0.05510929576279625,0.022396158763088397,0.00016470510332669327,19.257200940478096
278,2,78,5.0,0.11099879058503809,0.058025985587356436,0.05511327847827124,0.022396419750627346,0.0001647417923722972,19.251716214606905
279,2,79,5.0,0.1109991538689341,0.058025298452784875,0.05511387536231723,0.022394174976174172,0.0001647448859656187,19.258924738356384
280,2,80,5.0,0.11100043771406538,0.05802569146441598,0.05511803251804568,0.022392724595382194,0.00016472754068569257,19.263846288142084
281,2,81,5.0,0.11100150083956893,0.05802639561840612,0.0551203951879408,0.022393198193798192,0.00016474478470030252,19.250645523731084
282,2,82,5.0,0.11100168189621205,0.05802628756792117,0.05512089730809789,0.022392505734063126,0.00016474234732953767,19.26189389951331
283,2,83,5.0,0.111001981243399,0.05802632408468132,0.05512122818446765,0.0223923732163748,0.0001647505267879658,19.262404694552266
284,2,84,5.0,0.1110021504806346,0.05802637396918403,0.05512200000441797,0.022392147379610462,0.00016473244094985384,19.26931512900679
285,2,85,5.0,0.1110027154161872,0.058026336604713374,0.055122405013563115,0.022391678939456972,0.00016474601466230746,19.263301001934074
286,2,86,5.0,0.11100291811008332,0.05802626927693685,0.05512278570419705,0.022391250511105115,0.0001647370349283546,19.268175798935143
287,2,87,5.0,0.11100328824721435,0.05802651677579961,0.05512377331664868,0.02239138995649552,0.00016473929482590833,19.27159804358737
288,2,88,5.0,0.11100367322196919,0.05802650777702657,0.05512495748004907,0.02239074687258063,0.00016472939636346442,19.271909563961746
289,2,89,5.0,0.11100393593428295,0.05802648110674997,0.055125728915093174,0.022390344197286152,0.0001647387692567802,19.27357105679169
290,2,90,5.0,0.11100451321293334,0.058026385250254574,0.055126251266831,0.022389807056957756,0.00016475262074428472,19.26314972367752
291,2,91,5.0,0.11100472897842178,0.058026698381472855,0.05512760073343856,0.02239000393106832,0.0001647399211589249,19.271364146064794
292,2,92,5.0,0.11100443844040926,0.058026238368107726,0.05512679016473169,0.022389454413705687,0.00016471847766153086,19.277314117797307
293,2,93,5.0,0.11100514587159964,0.05802646734775641,0.05512836976117737,0.02238925446299553,0.0001647258087872646,19.267224284464913
294,2,94,5.0,0.11100572274727251,0.05802669159978883,0.05512973323114749,0.02238913260563671,0.00016471488188163748,19.25915680765307
295,2,95,5.0,0.11100631401053723,0.05802700538309211,0.05513117010196342,0.022389280890421935,0.00016472441750928029,19.254059587352533
296,2,96,5.0,0.11100659401654868,0.05802706048427484,0.055132055190091886,0.02238901556010268,0.0001647214205019598,19.256451862492636
297,2,97,5.0,0.11100710645099013,0.058027177207490316,0.05513284426711058,0.022388699520793042,0.00016475115704235005,19.262556692116313
298,2,98,5.0,0.1110074126898089,0.05802752965943426,0.05513424888773835,0.02238867014370657,0.00016476124604885,19.27686402296062
299,2,99,5.0,0.11100823608738883,0.058027858310275605,0.05513589147036874,0.022388529268317105,0.00016477338001740928,19.27092279504299
300,2,100,5.0,0.11100856046884504,0.0580280030079377,0.05513691998264882,0.02238839451533431,0.0001647748996897233,19.273626717710005
301,3,1,10.0,0.11100674266238239,0.05802915762224768,0.055142138531011325,0.02238854131003354,0.00032938647473231876,1.9922511762700705
302,3,2,10.0,0.11100300181278473,0.058030034578763524,0.05514739718575526,0.022388156238128152,0.00032913369714123326,2.000829925483
303,3,3,10.0,0.11099883485701492,0.05803074349297418,0.05515212425905376,0.02238764168587537,0.00032875506406311714,2.010011421475484
304,3,4,10.0,0.11099479743019205,0.05803192419068426,0.05515906342195722,0.02238735581498913,0.0003284499883767748,2.019600915189823
305,3,5,10.0,0.11099051542284435,0.058032972710764304,0.05516571779969492,0.022386954420175964,0.000328114256025327,2.0295328397524006
306,3,6,10.0,0.11098596987953183,0.05803376672206781,0.05517178134256378,0.02238627446564013,0.00032776607838360625,2.039774683598086
307,3,7,10.0,0.1109811368667776,0.058034386561467095,0.05517747397668662,0.02238556528338517,0.0003274851965122303,2.050305769896031
308,3,8,10.0,0.11097605729724253,0.058034977187458266,0.055182770364529836,0.022385300861441474,0.00032724020539982195,2.0611020565183074
309,3,9,10.0,0.11097093901490122,0.058036076407147266,0.05518979423378537,0.02238581871383261,0.0003269041868431681,2.0722192122512397
310,3,10,10.0,0.11096628605680031,0.0580377932165423,0.055199126752584295,0.022386364521197754,0.00032641137575242367,2.0836577375156615
311,3,11,10.0,0.11096198513768668,0.058040040855733756,0.055210725975141456,0.022386967681331867,0.0003261087556520612,2.095355352274292
312,3,12,10.0,0.11095720069662458,0.058041383596567006,0.055220899429835116,0.022386206468026578,0.00032576362331063614,2.1072907733163446
313,3,13,10.0,0.11095232781268842,0.05804270847027118,0.05523132068959363,0.02238538355764063,0.00032540849326174776,2.119445128101436
314,3,14,10.0,0.1109474257472414,0.05804406966511001,0.05524182267734945,0.02238462047774741,0.0003249528047337827,2.1317959942511657
315,3,15,10.0,0.1109423395473056,0.058045262687226644,0.05525177799718374,0.02238373535195689,0.00032459421359128717,2.1443532483456806
316,3,16,10.0,0.11093710998592665,0.05804633044381427,0.05526136778929761,0.02238279443279986,0.0003242977327534623,2.1570999632641907
317,3,17,10.0,0.1109317727918145,0.05804735610831497,0.05527064989765876,0.02238193278248888,0.0003239456509049413,2.170046323801211
318,3,18,10.0,0.1109263621261774,0.058048326280381944,0.055279865034611644,0.022380979383266303,0.00032357995958031375,2.183185028283399
319,3,19,10.0,0.11092080241535818,0.05804913646339351,0.05528858858857288,0.02237990552112889,0.00032337584139710166,2.196524891465987
320,3,20,10.0,0.11091512553530947,0.058049780919001655,0.05529700094000521,0.0223785740104867,0.00032305907877766066,2.2100633448816795
321,3,21,10.0,0.11091184987979764,0.05804926440247104,0.05529756586734407,0.02237747409356591,0.0003228825371167686,2.216778095001933
322,3,22,10.0,0.1109085513905395,0.05804873533330412,0.055298064513186994,0.02237638160151461,0.00032276886484996006,2.2235413652577174
323,3,23,10.0,0.11090522977338817,0.05804817486624433,0.05529850027876618,0.022375239631212244,0.0003225534825403362,2.230351974826413
324,3,24,10.0,0.11090186628190847,0.05804753856169872,0.05529869647856131,0.022373973654456102,0.00032234946321376464,2.2372085963566617
325,3,25,10.0,0.1108985288614627,0.05804696658533862,0.05529909514975757,0.022372824624200118,0.0003221737377007575,2.244112913841978
326,3,26,10.0,0.11089512228925964,0.05804632548796825,0.05529927932520651,0.02237164603301468,0.0003219998155368752,2.2510723624408873
327,3,27,10.0,0.11089173309270434,0.058045699518969936,0.05529950915673413,0.02237045619935519,0.00032183241814003484,2.258076846614362
328,3,28,10.0,0.11088831543157614,0.05804505359617054,0.055299703031432265,0.022369244996025623,0.0003216611531072301,2.2651341485573506
329,3,29,10.0,0.11088486380118971,0.05804436877650074,0.05529975087125679,0.02236802285298289,0.0003214415092842722,2.2722383231483625
330,3,30,10.0,0.11088137521818764,0.05804365578675882,0.05529973285187078,0.022366768900421777,0.000321309730630203,2.2793985952786033
331,3,31,10.0,0.11087787543754839,0.05804293268969935,0.05529970040590632,0.02236550822524403,0.00032102725654953047,2.2866031526227855
332,3,32,10.0,0.11087434653123832,0.058042166457216965,0.055299565812988484,0.02236419712762933,0.0003208591806657701,2.2938657752518212
333,3,33,10.0,0.11087078972495187,0.05804136269724267,0.05529936115926903,0.02236284111391979,0.00032065816242970215,2.3011828742046605
334,3,34,10.0,0.11086720248513507,0.05804053849440355,0.055299070828824105,0.022361493834648635,0.0003203916201165575,2.3085470989435666
335,3,35,10.0,0.11086358714712459,0.05803968240460779,0.05529868788326158,0.022360107965568938,0.000320232636893135,2.315965306293273
336,3,36,10.0,0.11085993884112022,0.05803879126524314,0.05529821406184249,0.022358699074149706,0.00031996175544366634,2.3234434965948747
337,3,37,10.0,0.11085629469765573,0.05803789846306173,0.055297798082867035,0.022357256686829193,0.00031974568582025743,2.3309740240929986
338,3,38,10.0,0.11085260395101791,0.05803694912511059,0.055297236474502305,0.02235576495382743,0.00031953873375910026,2.3385626013072063
339,3,39,10.0,0.11084885501843836,0.058035954043396516,0.055296479924846986,0.022354283427802882,0.00031939624887702956,2.3462065136619863
340,3,40,10.0,0.1108451006672224,0.05803494559393989,0.05529572527193876,0.02235276068754732,0.00031925709140164264,2.3539048701180736
341,3,41,10.0,0.11084363370450648,0.05803543671175965,0.055298478693706056,0.022352820705243675,0.00031928650380770135,2.357958620306419
342,3,42,10.0,0.1108421574604664,0.058035926101554156,0.055301214291114724,0.022352884743086488,0.0003192485264027243,2.362028580149717
343,3,43,10.0,0.11084066733649672,0.0580364002977681,0.055303929082229586,0.022352938914609766,0.00031916902928842727,2.3661155220210026
344,3,44,10.0,0.11083917008727893,0.05803687155959952,0.05530661342596758,0.022352998901060083,0.0003190775081009032,2.3702166502153634
345,3,45,10.0,0.11083766688327516,0.05803734177809495,0.055309290786609615,0.022353060559045724,0.0003190377106004383,2.3743347357147337
346,3,46,10.0,0.11083615569215052,0.05803780541053185,0.05531194414447752,0.022353126831960404,0.0003189717720274356,2.3784688135014016
347,3,47,10.0,0.11083463695626038,0.05803825437105619,0.055314583311562616,0.022353162778422,0.0003188946067946397,2.3826201511322593
348,3,48,10.0,0.1108331082169872,0.05803870163615952,0.055317184197953284,0.022353216518530672,0.00031880392581915776,2.3867867491090533
349,3,49,10.0,0.11083157940262223,0.05803914720584185,0.055319780983762105,0.02235326943805341,0.0003187563802909535,2.390970602181735
350,3,50,10.0,0.11083003088298957,0.058039576603816104,0.05532233084957689,0.022353302881896492,0.00031869362325461555,2.3951694472817104
351,3,51,10.0,0.11082848280002457,0.05804000293699085,0.055324878305034395,0.022353338274268393,0.00031858248368173614,2.3993870899851357
352,3,52,10.0,0.11082693531396325,0.058040432954445866,0.055327435200848124,0.022353372999966245,0.000318515725425109,2.403621818813158
353,3,53,10.0,0.11082535522950723,0.05804083304119925,0.05532989295359731,0.022353391706285558,0.0003184595567591497,2.407869422366637
354,3,54,10.0,0.1108237828379224,0.05804123276930589,0.05533235954631904,0.022353399787738835,0.0003183862060780322,2.412138027654167
355,3,55,10.0,0.1108221963218198,0.058041625128852,0.05533478865979663,0.022353419417043396,0.0003183667525890873,2.4164229691147026
356,3,56,10.0,0.11082061227060318,0.058042019640278615,0.05533726511499849,0.022353425508893028,0.00031825229470090906,2.4207240016176144
357,3,57,10.0,0.11081900096328014,0.058042376591609074,0.055339606936228775,0.02235338807578402,0.00031823535540752274,2.425042761904563
358,3,58,10.0,0.1108173888076157,0.05804273934649606,0.055341973070917885,0.022353369441251315,0.0003182128974543381,2.4293787255125863
359,3,59,10.0,0.11081575491994719,0.05804307295318343,0.05534426459960041,0.02235331747574426,0.0003181171769214967,2.433733000345667
360,3,60,10.0,0.11081413327573879,0.05804342299241286,0.05534659132372729,0.022353282647403116,0.0003180911684744503,2.43810746827346
361,3,61,10.0,0.11081275111893626,0.05804255105695154,0.05534438792743634,0.022352403008682464,0.00031801335519858107,2.4400331552903314
362,3,62,10.0,0.11081136634486918,0.05804167908888597,0.05534219170640046,0.02235152242251439,0.0003179788984558367,2.4419636956453177
363,3,63,10.0,0.11080998241564281,0.0580408087510329,0.055339987886383016,0.022350648058369657,0.00031791744844682197,2.443896581958782
364,3,64,10.0,0.11080859224551871,0.05803993309868707,0.05533777433988243,0.0223497671363659,0.00031792364504223025,2.4458338909630593
365,3,65,10.0,0.11080720155391553,0.05803905539227347,0.055335550789539334,0.02234888542056765,0.0003178863481170536,2.4477736647343473
366,3,66,10.0,0.11080581039256472,0.05803817869659163,0.05533332692888109,0.022348006008834843,0.0003178660992734738,2.4497163919751497
367,3,67,10.0,0.11080441625278441,0.058037298870901775,0.05533110518855613,0.022347122069259207,0.0003178207334716382,2.4516636098473708
368,3,68,10.0,0.11080302108785091,0.05803641666510166,0.05532887532085746,0.022346237489440743,0.00031778037315626173,2.4536138783239334
369,3,69,10.0,0.11080162710963809,0.05803553595909706,0.055326643319136316,0.022345355870332522,0.0003177393828590467,2.4555672388579497
370,3,70,10.0,0.11080022659765316,0.05803465186225044,0.05532440390680259,0.0223444713437102,0.0003176980257932968,2.4575245041324125
371,3,71,10.0,0.11079882598947983,0.058033763200808795,0.05532215534252479,0.02234358200083957,0.00031771267132751636,2.4594853968857016
372,3,72,10.0,0.11079742368542261,0.05803287587614141,0.05531990254279727,0.022342695033801437,0.00031767386089698513,2.4614489303620197
373,3,73,10.0,0.1107960176916652,0.0580319835304195,0.05531764166678952,0.022341802500887024,0.00031766143391432006,2.46341668467901
374,3,74,10.0,0.11079461424286101,0.05803109349959936,0.055315381748286895,0.02234091344170809,0.0003176229557502406,2.4653877945663125
375,3,75,10.0,0.11079320554945951,0.05803019883897569,0.055313112978610544,0.02234002131991935,0.00031756252873967945,2.4673624115751567
376,3,76,10.0,0.11079179725182783,0.058029303395850024,0.05531084613297553,0.02233912663800179,0.00031753572435787,2.4693407313156617
377,3,77,10.0,0.11079038491389338,0.05802840488792484,0.055308565599153064,0.02233822976510191,0.0003174738803980866,2.4713220775662967
378,3,78,10.0,0.11078897011469147,0.058027505271455164,0.05530627795230152,0.022337336181411684,0.000317415639044662,2.473307659269219
379,3,79,10.0,0.11078755564708519,0.05802660311185397,0.055303993692827964,0.022336434823341487,0.00031737948884804414,2.4752961997035268
380,3,80,10.0,0.11078614141004438,0.05802570316934178,0.05530170671357145,0.022335539248500624,0.00031733516528112366,2.4772882294105196
381,3,81,10.0,0.11078524404071229,0.058024913429195045,0.05529938653029118,0.022334972440697314,0.0003173108120968923,2.478231015975808
382,3,82,10.0,0.11078434742543619,0.05802412492800982,0.055297069400440636,0.022334407147900706,0.00031727100469507765,2.4791744585855056
383,3,83,10.0,0.11078344928194023,0.058023336002969335,0.05529474855270435,0.022333841810002055,0.0003172435920646963,2.480118955149036
384,3,84,10.0,0.11078255020834878,0.05802254433917184,0.05529242285334328,0.02233327444587401,0.00031720899838035726,2.4810640459077886
385,3,85,10.0,0.11078165335995267,0.058021754468608105,0.05529010062196204,0.02233270673884717,0.00031718608921495135,2.4820098570594626
386,3,86,10.0,0.11078075514121462,0.05802096342429137,0.05528777912233326,0.022332138842876582,0.00031717059216180714,2.48295647103358
387,3,87,10.0,0.110779856608637,0.05802017355372763,0.05528545592185634,0.02233157167159283,0.0003171526833649503,2.4839040258141014
388,3,88,10.0,0.1107789572337337,0.058019381237845134,0.0552831295551107,0.022331003058938884,0.00031712815603467023,2.484852299385855
389,3,89,10.0,0.11077805907918425,0.058018590095715646,0.055280802841646146,0.02233043647477909,0.0003170915782843722,2.485801360864285
390,3,90,10.0,0.11077715970179357,0.0580177989861904,0.055278478877964256,0.02232986846973858,0.00031705629343454464,2.486751080183614
391,3,91,10.0,0.11077625848725636,0.058017005659576154,0.055276151222220876,0.022329298858907987,0.00031702943998712245,2.4877017457709396
392,3,92,10.0,0.11077535936715104,0.05801621578901242,0.05527382554221079,0.022328735660675537,0.00031700820942542554,2.4886533382683247
393,3,93,10.0,0.11077445919386399,0.058015425788031684,0.0552714989901081,0.02232817342362464,0.00031696537913373726,2.489606300351146
394,3,94,10.0,0.11077355992287223,0.05801463565663395,0.05526917228476459,0.022327612681737614,0.00031693385397160516,2.4905598129814144
395,3,95,10.0,0.11077265848457646,0.05801384480794271,0.05526684174823924,0.022327051042740905,0.0003169141241243762,2.491514226201854
396,3,96,10.0,0.1107717584591295,0.05801305438310672,0.055264516367829135,0.022326486884220995,0.00031693560103275044,2.492469449712247
397,3,97,10.0,0.11077085674607026,0.05801226304535173,0.05526218400325602,0.022325923573980024,0.000316887838009602,2.4934256063114577
398,3,98,10.0,0.11076995318557879,0.05801146854498448,0.05525985021270208,0.022325358904348207,0.00031686167271004857,2.494382888990053
399,3,99,10.0,0.11076905139573115,0.058010677011603985,0.05525751643421381,0.022324796099622554,0.0003168687267821612,2.4953407703316417
400,3,100,10.0,0.11076814907099246,0.05800988560864049,0.05525518432735564,0.0223242345540703,0.0003168434146389173,2.4962993626274574
401,4,1,20.0,0.11076787233003814,0.05800964838011652,0.055254506834310935,0.02232406303977357,0.000633691260917364,1.428008081231191
402,4,2,20.0,0.11076773399372777,0.05800952751616127,0.05525412889059507,0.02232397628602191,0.0006336843934825973,1.4280316940945796
403,4,3,20.0,0.11076754900421344,0.058009363092927854,0.055253629682286635,0.022323854821987812,0.000633679349016909,1.42806224298582
404,4,4,20.0,0.1107671523976948,0.058009027334359975,0.055252696586578054,0.02232361022830472,0.0006336591045449318,1.4281199681824392
405,4,5,20.0,0.1107667422921191,0.05800868212055956,0.055251742203725876,0.022323363290507475,0.000633683113863362,1.428178159057622
406,4,6,20.0,0.11076632979022696,0.05800833243997688,0.0552507787590498,0.022323111882718568,0.0006336627819375875,1.4282366048749793
407,4,7,20.0,0.11076591253592077,0.05800797874907143,0.05524980647337237,0.022322855131863984,0.0006336367062015647,1.4282956288472184
408,4,8,20.0,0.11076549440846849,0.058007622938889725,0.05524883062977648,0.022322596293286676,0.0006336169783897994,1.4283546966705183
409,4,9,20.0,0.11076507268279112,0.05800726487901476,0.05524785200263908,0.0223223357879808,0.0006335966971093943,1.4284139542316168
410,4,10,20.0,0.11076465087046619,0.05800690685174404,0.055246870730129974,0.022322074622352105,0.0006335635456962752,1.4284732333044279
411,4,11,20.0,0.11076422817129672,0.058006546868218316,0.055245886480139755,0.022321811255853054,0.0006335418473781757,1.4285325684389365
412,4,12,20.0,0.11076380454002303,0.05800618672167134,0.0552449025722529,0.022321547886246604,0.0006334974748909731,1.42859193552301
413,4,13,20.0,0.11076337971449474,0.05800582530355861,0.055243916212320415,0.02232128377406347,0.0006335024271190819,1.42865141022738
414,4,14,20.0,0.11076294295877255,0.058005451919686084,0.055242887866171,0.022321011503955365,0.0006334791358618744,1.4287135956750614
415,4,15,20.0,0.11076250190526248,0.05800507491674178,0.055241853110019896,0.02232073509145134,0.0006334574733552523,1.428776326120828
416,4,16,20.0,0.11076206207592325,0.05800469837025699,0.05524081850048548,0.022320459682061193,0.0006334382427770649,1.4288390995324702
417,4,17,20.0,0.11076162003658996,0.05800432100866595,0.05523978282022387,0.022320182543759587,0.0006334160327689489,1.428901970174029
418,4,18,20.0,0.11076117824118356,0.058003943060198404,0.05523874587550157,0.02231990623397105,0.0006333905475608676,1.4289648492479399
419,4,19,20.0,0.11076073634468063,0.0580035656007946,0.05523770982436168,0.02231963008510055,0.0006333737215262051,1.4290277012153223
420,4,20,20.0,0.11076029454596732,0.05800318794576531,0.0552366735877771,0.02231935327545058,0.0006333584876869217,1.4290906288235175
421,4,21,20.0,0.11076019083725455,0.058003099751268695,0.05523637706205208,0.022319295612332993,0.0006333515233734552,1.4291093625562887
422,4,22,20.0,0.11076008703004182,0.05800301155677209,0.05523608034105258,0.02231923841127703,0.0006333391355988351,1.429128102574686
423,4,23,20.0,0.1107599829525443,0.05800292274279472,0.055235783646128224,0.022319180953290146,0.0006333327601812369,1.4291468598856902
424,4,24,20.0,0.11075987869284552,0.05800283490694486,0.055235487032617915,0.022319123525969542,0.000633350876809941,1.429165600310183
425,4,25,20.0,0.11075977429597045,0.05800274677765675,0.055235190943233266,0.022319065985515488,0.0006333460427164473,1.4291843657546626
